job_id,trade_index,entry_date,exit_date,direction,status,duration,symbol,side,qty,entry_price,exit_price,gross_entry,gross_exit,pnl,costs,net_profit,running_equity
BTC-USD+SI=F / XRP-USD+SOL-USD,9,2023-01-17,2023-03-08,up,expired,35,SI=F,BUY,1821.927382421682,23.944000244140625,20.0049991607666,87248.45937902249,81219.22862679767,-6029.230752224806,25.270153200873025,-6054.500905425679,81207.07233868606
BTC-USD+SI=F / XRP-USD+SOL-USD,10,2023-03-08,2023-07-13,down,expired,87,XRP-USD,BUY,104313.16797295476,0.3891879916191101,0.8153650164604187,81194.86468564229,142409.87341087806,61215.00872523578,33.54071071447805,61181.4680145213,142388.54035320735
BTC-USD+SI=F / XRP-USD+SOL-USD,10,2023-03-08,2023-07-13,down,expired,87,SOL-USD,BUY,2203.8436908130475,18.421194076538086,26.02569580078125,81194.86468564229,142409.87341087806,61215.00872523578,33.54071071447805,61181.4680145213,142388.54035320735
BTC-USD+SI=F / XRP-USD+SOL-USD,11,2023-07-13,2023-09-11,up,expired,41,BTC-USD,BUY,2.2615156436958297,31476.048828125,25162.654296875,142367.15365307694,123304.08275797177,-19063.07089510517,39.85068546165731,-19102.92158056683,123285.61877264053
BTC-USD+SI=F / XRP-USD+SOL-USD,11,2023-07-13,2023-09-11,up,expired,41,SI=F,BUY,2874.013962983682,24.76799964904785,23.10300064086914,142367.15365307694,123304.08275797177,-19063.07089510517,39.85068546165731,-19102.92158056683,123285.61877264053
BTC-USD+SI=F / XRP-USD+SOL-USD,12,2023-09-11,2023-10-02,down,expired,15,XRP-USD,BUY,129926.06601532712,0.474373996257782,0.51283198595047,123267.09430748624,147833.65250893607,24566.558201449818,40.66511202246335,24525.893089427354,147811.51186206788
BTC-USD+SI=F / XRP-USD+SOL-USD,12,2023-09-11,2023-10-02,down,expired,15,SOL-USD,BUY,3474.4331414004932,17.739166259765625,23.371700286865234,123267.09430748624,147833.65250893607,24566.558201449818,40.66511202246335,24525.893089427354,147811.51186206788
BTC-USD+SI=F / XRP-USD+SOL-USD,13,2023-10-02,2024-02-22,up,expired,98,BTC-USD,BUY,2.684073572560092,27530.78515625,51304.97265625,147789.30573944058,216988.61433899845,69199.30859955789,54.71668801176585,69144.59191154611,216956.10377361398
BTC-USD+SI=F / XRP-USD+SOL-USD,13,2023-10-02,2024-02-22,up,expired,98,SI=F,BUY,3482.639807470869,21.218000411987305,22.764999389648438,147789.30573944058,216988.61433899845,69199.30859955789,54.71668801176585,69144.59191154611,216956.10377361398
BTC-USD+SI=F / XRP-USD+SOL-USD,14,2024-02-22,2024-03-14,down,expired,15,XRP-USD,BUY,200515.7224675509,0.540913999080658,0.669966995716095,216923.5226369406,322821.6139898163,105898.0913528757,80.96177049401352,105817.12958238168,322773.2333559957
BTC-USD+SI=F / XRP-USD+SOL-USD,14,2024-02-22,2024-03-14,down,expired,15,SOL-USD,BUY,1066.8042001253136,101.66979217529297,176.67974853515625,216923.5226369406,322821.6139898163,105898.0913528757,80.96177049401352,105817.12958238168,322773.2333559957
BTC-USD+SI=F / XRP-USD+SOL-USD,15,2024-03-14,2024-04-16,up,expired,22,BTC-USD,BUY,2.2600852352925145,71396.59375,63811.86328125,322724.77476910566,327924.524102867,5199.749333761294,97.59739483079588,5102.1519389304985,327875.3852949262
BTC-USD+SI=F / XRP-USD+SOL-USD,15,2024-03-14,2024-04-16,up,expired,22,SI=F,BUY,6487.190794445304,24.874000549316406,28.31800079345703,322724.77476910566,327924.524102867,5199.749333761294,97.59739483079588,5102.1519389304985,327875.3852949262
BTC-USD+SI=F / XRP-USD+SOL-USD,16,2024-04-16,2024-05-20,down,expired,24,XRP-USD,BUY,330007.49584755924,0.49669501185417175,0.5373330116271973,327826.15412393794,401665.7088321415,73839.55470820356,109.4237794434119,73730.13092876015,401605.51622368634
BTC-USD+SI=F / XRP-USD+SOL-USD,16,2024-04-16,2024-05-20,down,expired,24,SOL-USD,BUY,1202.7728651007108,136.27932739257812,186.52049255371094,327826.15412393794,401665.7088321415,73839.55470820356,109.4237794434119,73730.13092876015,401605.51622368634
BTC-USD+SI=F / XRP-USD+SOL-USD,17,2024-05-20,2024-06-10,up,expired,14,BTC-USD,BUY,2.8100445112762644,71448.1953125,69512.28125,401545.2181569703,380918.6711244155,-20626.54703255486,117.36958339220786,-20743.916615947066,380861.59960773925
BTC-USD+SI=F / XRP-USD+SOL-USD,17,2024-05-20,2024-06-10,up,expired,14,SI=F,BUY,6234.205796097295,32.20500183105469,29.768999099731445,401545.2181569703,380918.6711244155,-20626.54703255486,117.36958339220786,-20743.916615947066,380861.59960773925
BTC-USD+SI=F / XRP-USD+SOL-USD,18,2024-06-10,2024-07-19,down,expired,27,XRP-USD,BUY,383389.99663540174,0.4966279864311218,0.5737519860267639,380804.40409374825,422662.2849238206,41857.88083007235,120.52000335263531,41737.36082671971,422598.960434459
BTC-USD+SI=F / XRP-USD+SOL-USD,18,2024-06-10,2024-07-19,down,expired,27,SOL-USD,BUY,1198.0404519284507,158.9280242919922,169.1858673095703,380804.40409374825,422662.2849238206,41857.88083007235,120.52000335263531,41737.36082671971,422598.960434459
BTC-USD+SI=F / XRP-USD+SOL-USD,19,2024-07-19,2024-08-30,up,expired,30,BTC-USD,BUY,3.1669502778914933,66710.15625,59119.4765625,422535.49574824487,395903.2911637266,-26632.204584518287,122.76581803679571,-26754.97040255508,395843.9900319039
BTC-USD+SI=F / XRP-USD+SOL-USD,19,2024-07-19,2024-08-30,up,expired,30,SI=F,BUY,7263.0553025170475,29.08799934387207,28.731000900268555,422535.49574824487,395903.2911637266,-26632.204584518287,122.76581803679571,-26754.97040255508,395843.9900319039
BTC-USD+SI=F / XRP-USD+SOL-USD,20,2024-08-30,2024-10-22,down,expired,36,XRP-USD,BUY,348997.24266886857,0.5670310258865356,0.5333790183067322,395784.52908420155,425825.514655596,30040.985571394493,123.24150656096961,29917.744064833525,425761.7340967374
BTC-USD+SI=F / XRP-USD+SOL-USD,20,2024-08-30,2024-10-22,down,expired,36,SOL-USD,BUY,1432.9636325943131,138.09999084472656,167.26014709472656,395784.52908420155,425825.514655596,30040.985571394493,123.24150656096961,29917.744064833525,425761.7340967374
BTC-USD+SI=F / XRP-USD+SOL-USD,21,2024-10-22,2024-12-09,up,expired,33,BTC-USD,BUY,3.1598047033220404,67361.40625,97432.71875,425697.77658227336,504737.22829658736,79039.45171431397,139.5652507318291,78899.88646358214,504661.6205603195
BTC-USD+SI=F / XRP-USD+SOL-USD,21,2024-10-22,2024-12-09,up,expired,33,SI=F,BUY,6110.903518663194,34.83100128173828,32.215999603271484,425697.77658227336,504737.22829658736,79039.45171431397,139.5652507318291,78899.88646358214,504661.6205603195
BTC-USD+SI=F / XRP-USD+SOL-USD,22,2024-12-09,2025-01-22,down,expired,29,XRP-USD,BUY,113699.13184390262,2.218951940536499,3.171104907989502,504585.81848468597,659156.4901362623,154570.67165157635,174.5613462931422,154396.1103052832,659057.7308656027
BTC-USD+SI=F / XRP-USD+SOL-USD,22,2024-12-09,2025-01-22,down,expired,29,SOL-USD,BUY,1160.8135321750326,217.34146118164062,257.23736572265625,504585.81848468597,659156.4901362623,154570.67165157635,174.5613462931422,154396.1103052832,659057.7308656027
BTC-USD+SI=F / XRP-USD+SOL-USD,23,2025-01-22,2025-02-05,up,expired,10,BTC-USD,BUY,3.178674572945938,103653.0703125,96615.4453125,658958.7580202424,653653.5496625614,-5305.208357680964,196.89184615242056,-5502.100203833384,653555.6306617693
BTC-USD+SI=F / XRP-USD+SOL-USD,23,2025-01-22,2025-02-05,up,expired,10,SI=F,BUY,10547.052582684495,31.23900032043457,32.856998443603516,658958.7580202424,653653.5496625614,-5305.208357680964,196.89184615242056,-5502.100203833384,653555.6306617693
BTC-USD+SI=F / XRP-USD+SOL-USD,24,2025-02-05,2025-05-09,down,expired,65,XRP-USD,BUY,137147.583365716,2.382314920425415,2.3446710109710693,653457.4683048674,609685.2503254897,-43772.21797937773,189.47140779455356,-43961.689387172286,609593.9412745971
BTC-USD+SI=F / XRP-USD+SOL-USD,24,2025-02-05,2025-05-09,down,expired,65,SOL-USD,BUY,1667.0841797670305,195.98814392089844,172.82827758789062,653457.4683048674,609685.2503254897,-43772.21797937773,189.47140779455356,-43961.689387172286,609593.9412745971
BTC-USD+SI=F / XRP-USD+SOL-USD,25,2025-05-09,2025-06-02,up,expired,15,BTC-USD,BUY,2.9595868598715134,102970.8515625,105881.53125,609502.3584683102,635715.7950777105,26213.436609400298,186.7827230319031,26026.653886368396,635620.5951609655
BTC-USD+SI=F / XRP-USD+SOL-USD,25,2025-05-09,2025-06-02,up,expired,15,SI=F,BUY,9326.453405338727,32.67599868774414,34.5629997253418,609502.3584683102,635715.7950777105,26213.436609400298,186.7827230319031,26026.653886368396,635620.5951609655
BTC-USD+SI=F / XRP-USD+SOL-USD,26,2025-06-02,2025-07-21,down,expired,34,XRP-USD,BUY,144585.05752574018,2.1977550983428955,3.55576491355896,635525.0946427926,910800.9516928494,275275.8570500568,231.9489069503463,275043.90814310644,910664.503304072
BTC-USD+SI=F / XRP-USD+SOL-USD,26,2025-06-02,2025-07-21,down,expired,34,SOL-USD,BUY,2023.9902518708068,156.99806213378906,195.9942626953125,635525.0946427926,910800.9516928494,275275.8570500568,231.9489069503463,275043.90814310644,910664.503304072
BTC-USD+SI=F / XRP-USD+SOL-USD,27,2025-07-21,2025-10-10,up,expired,58,BTC-USD,BUY,3.876580831161941,117439.5390625,113214.3671875,910527.731900363,985396.864373695,74869.13247333199,284.3886894411087,74584.7437838909,985249.2470879628
BTC-USD+SI=F / XRP-USD+SOL-USD,27,2025-07-21,2025-10-10,up,expired,58,SI=F,BUY,11643.278834215882,39.10100173950195,46.9379997253418,910527.731900363,985396.864373695,74869.13247333199,284.3886894411087,74584.7437838909,985249.2470879628
BTC-USD+SI=F / XRP-USD+SOL-USD,28,2025-10-10,2026-01-23,down,expired,71,XRP-USD,BUY,208832.04097723702,2.3585970401763916,1.9195319414138794,985101.2674858123,733366.6215580233,-251734.64592778904,257.77018335657533,-251992.41611114563,733256.8309768172
BTC-USD+SI=F / XRP-USD+SOL-USD,28,2025-10-10,2026-01-23,down,expired,71,SOL-USD,BUY,2610.7311858540106,188.6638641357422,127.36157989501953,985101.2674858123,733366.6215580233,-251734.64592778904,257.77018335657533,-251992.41611114563,733256.8309768172
BTC-USD+ADA-USD / GC=F+SOL-USD,1,2021-06-16,2021-07-27,up,expired,28,BTC-USD,BUY,1.3036852562044354,38347.0625,39406.94140625,99985.0,94483.56468147872,-5501.435318521267,29.170284702221807,-5530.605603223489,94469.39439677651
BTC-USD+ADA-USD / GC=F+SOL-USD,1,2021-06-16,2021-07-27,up,expired,28,ADA-USD,BUY,33720.09264176,1.4825730323791504,1.2784459590911865,99985.0,94483.56468147872,-5501.435318521267,29.170284702221807,-5530.605603223489,94469.39439677651
BTC-USD+ADA-USD / GC=F+SOL-USD,2,2021-07-27,2021-12-03,down,expired,91,GC=F,BUY,26.24485183049583,1799.5,1782.0,94455.22173795449,402211.31362269353,307756.091884739,74.49998030409719,307681.5919044349,402150.9863012114
BTC-USD+ADA-USD / GC=F+SOL-USD,2,2021-07-27,2021-12-03,down,expired,91,SOL-USD,BUY,1682.774313996177,28.065326690673828,211.22439575195312,94455.22173795449,402211.31362269353,307756.091884739,74.49998030409719,307681.5919044349,402150.9863012114
BTC-USD+ADA-USD / GC=F+SOL-USD,3,2021-12-03,2022-03-28,up,expired,78,BTC-USD,BUY,3.75096844190624,53598.24609375,47128.00390625,402090.6592783613,327917.1353391583,-74173.52393920298,109.50116919262793,-74283.0251083956,327867.9611928158
BTC-USD+ADA-USD / GC=F+SOL-USD,3,2021-12-03,2022-03-28,up,expired,78,ADA-USD,BUY,129160.43789763052,1.5565550327301025,1.1701840162277222,402090.6592783613,327917.1353391583,-74173.52393920298,109.50116919262793,-74283.0251083956,327867.9611928158
BTC-USD+ADA-USD / GC=F+SOL-USD,4,2022-03-28,2022-04-11,down,expired,10,GC=F,BUY,84.50679823236766,1939.5999755859375,1944.300048828125,327818.7675766921,317244.83484526083,-10573.932731431265,96.75954036329293,-10670.692271794558,317197.26892102126
BTC-USD+ADA-USD / GC=F+SOL-USD,4,2022-03-28,2022-04-11,down,expired,10,SOL-USD,BUY,1539.5575077824506,106.46525573730469,99.33910369873047,327818.7675766921,317244.83484526083,-10573.932731431265,96.75954036329293,-10670.692271794558,317197.26892102126
BTC-USD+ADA-USD / GC=F+SOL-USD,5,2022-04-11,2022-10-26,up,expired,137,BTC-USD,BUY,4.012327971643932,39521.90234375,20770.44140625,317149.66853281605,152851.2996491543,-164298.36888366175,70.50014522729555,-164368.86902888905,152828.3998921322
BTC-USD+ADA-USD / GC=F+SOL-USD,5,2022-04-11,2022-10-26,up,expired,137,ADA-USD,BUY,172279.68826544678,0.92044997215271,0.4034920036792755,317149.66853281605,152851.2996491543,-164298.36888366175,70.50014522729555,-164368.86902888905,152828.3998921322
BTC-USD+ADA-USD / GC=F+SOL-USD,6,2022-10-26,2022-11-08,down,expired,9,GC=F,BUY,45.91509846707145,1664.0,1712.0999755859375,152805.4476984138,137596.90640048942,-15208.541297924376,43.56035311483548,-15252.101651039211,137576.298241093
BTC-USD+ADA-USD / GC=F+SOL-USD,6,2022-10-26,2022-11-08,down,expired,9,SOL-USD,BUY,2442.17370308606,31.28472137451172,24.152936935424805,152805.4476984138,137596.90640048942,-15208.541297924376,43.56035311483548,-15252.101651039211,137576.298241093
BTC-USD+ADA-USD / GC=F+SOL-USD,7,2022-11-08,2023-01-13,up,expired,45,BTC-USD,BUY,3.7094443749561563,18541.271484375,19909.57421875,137555.63042449966,137810.42362615358,254.7932016539262,41.30490810759798,213.4882935463282,137789.78653463934
BTC-USD+ADA-USD / GC=F+SOL-USD,7,2022-11-08,2023-01-13,up,expired,45,ADA-USD,BUY,184969.13510782816,0.37183400988578796,0.34577101469039917,137555.63042449966,137810.42362615358,254.7932016539262,41.30490810759798,213.4882935463282,137789.78653463934
BTC-USD+ADA-USD / GC=F+SOL-USD,8,2023-01-13,2023-05-24,down,expired,90,GC=F,BUY,35.90728780403324,1918.4000244140625,1962.800048828125,137769.08359980027,142885.92675115733,5116.84315135705,42.09825155264364,5074.7448998044065,142864.53143444375
BTC-USD+ADA-USD / GC=F+SOL-USD,8,2023-01-13,2023-05-24,down,expired,90,SOL-USD,BUY,3766.560995833934,18.28844451904297,19.223663330078125,137769.08359980027,142885.92675115733,5116.84315135705,42.09825155264364,5074.7448998044065,142864.53143444375
BTC-USD+ADA-USD / GC=F+SOL-USD,9,2023-05-24,2023-06-21,up,expired,18,BTC-USD,BUY,2.7120571374135616,26334.818359375,30027.296875,142843.06418806533,137712.69786482182,-5130.366323243516,42.08336430793307,-5172.449687551449,137692.0817468923
BTC-USD+ADA-USD / GC=F+SOL-USD,9,2023-05-24,2023-06-21,up,expired,18,ADA-USD,BUY,196086.94412627385,0.36423400044441223,0.28700000047683716,142843.06418806533,137712.69786482182,-5130.366323243516,42.08336430793307,-5172.449687551449,137692.0817468923
BTC-USD+ADA-USD / GC=F+SOL-USD,10,2023-06-21,2023-08-17,down,expired,40,GC=F,BUY,35.60528207648056,1933.300048828125,1884.0999755859375,137671.38715399808,153681.64976118456,16010.262607186485,43.70295553727739,15966.559651649208,153658.6413985415
BTC-USD+ADA-USD / GC=F+SOL-USD,10,2023-06-21,2023-08-17,down,expired,40,SOL-USD,BUY,3988.8457497746567,17.25704574584961,21.70997428894043,137671.38715399808,153681.64976118456,16010.262607186485,43.70295553727739,15966.559651649208,153658.6413985415
BTC-USD+ADA-USD / GC=F+SOL-USD,11,2023-08-17,2023-10-02,up,expired,31,BTC-USD,BUY,2.8808951252260897,26664.55078125,27530.78515625,153635.5487240933,157198.00096824658,3562.452244153291,46.62503245385098,3515.82721169944,157174.46861024096
BTC-USD+ADA-USD / GC=F+SOL-USD,11,2023-08-17,2023-10-02,up,expired,31,ADA-USD,BUY,300118.6800088068,0.2559579908847809,0.2595129907131195,153635.5487240933,157198.00096824658,3562.452244153291,46.62503245385098,3515.82721169944,157174.46861024096
BTC-USD+ADA-USD / GC=F+SOL-USD,12,2023-10-02,2024-04-17,down,expired,136,GC=F,BUY,42.93738937292654,1830.0,2371.699951171875,157150.84510491113,545167.3836532873,388016.5385483761,105.34773431372976,387911.1908140624,545085.6594243033
BTC-USD+ADA-USD / GC=F+SOL-USD,12,2023-10-02,2024-04-17,down,expired,136,SOL-USD,BUY,3361.9899959360046,23.371700286865234,131.86618041992188,157150.84510491113,545167.3836532873,388016.5385483761,105.34773431372976,387911.1908140624,545085.6594243033
BTC-USD+ADA-USD / GC=F+SOL-USD,13,2024-04-17,2024-06-04,up,expired,33,BTC-USD,BUY,4.4470730484713235,61276.69140625,70567.765625,545003.8457044575,596865.1757355318,51861.33003107429,171.2803532159984,51690.0496778583,596775.7091021616
BTC-USD+ADA-USD / GC=F+SOL-USD,13,2024-04-17,2024-06-04,up,expired,33,ADA-USD,BUY,613335.5755343689,0.4442949891090393,0.46148499846458435,545003.8457044575,596865.1757355318,51861.33003107429,171.2803532159984,51690.0496778583,596775.7091021616
BTC-USD+ADA-USD / GC=F+SOL-USD,14,2024-06-04,2024-06-24,down,expired,13,GC=F,BUY,128.29200808692272,2325.5,2330.0,596686.1296122776,528564.503270349,-68121.6263419287,168.78759493239397,-68290.41393686109,528485.2951653005
BTC-USD+ADA-USD / GC=F+SOL-USD,14,2024-06-04,2024-06-24,down,expired,13,SOL-USD,BUY,1736.5525075544915,171.8019256591797,132.24139404296875,596686.1296122776,528564.503270349,-68121.6263419287,168.78759493239397,-68290.41393686109,528485.2951653005
BTC-USD+ADA-USD / GC=F+SOL-USD,15,2024-06-24,2024-10-14,up,expired,78,BTC-USD,BUY,4.383117242423336,60277.4140625,66046.125,528405.9458120692,543986.2295514875,15580.283739418222,160.8588263045335,15419.42491311369,543904.7200784142
BTC-USD+ADA-USD / GC=F+SOL-USD,15,2024-06-24,2024-10-14,up,expired,78,ADA-USD,BUY,699384.4665318717,0.3777649998664856,0.36388900876045227,528405.9458120692,543986.2295514875,15580.283739418222,160.8588263045335,15419.42491311369,543904.7200784142
BTC-USD+ADA-USD / GC=F+SOL-USD,16,2024-10-14,2025-02-04,down,expired,77,GC=F,BUY,102.69337485717622,2647.800048828125,2853.300048828125,543823.0459223123,650667.8387750108,106844.79285269845,179.17363270459845,106665.61921999385,650570.339298408
BTC-USD+ADA-USD / GC=F+SOL-USD,16,2024-10-14,2025-02-04,down,expired,77,SOL-USD,BUY,1727.0240369252147,157.44512939453125,207.09197998046875,543823.0459223123,650667.8387750108,106844.79285269845,179.17363270459845,106665.61921999385,650570.339298408
BTC-USD+ADA-USD / GC=F+SOL-USD,17,2025-02-04,2025-05-01,up,expired,60,BTC-USD,BUY,3.32308447409314,97871.8203125,96492.3359375,650472.6530634047,628061.4651798531,-22411.187883551647,191.78011773648865,-22602.968001288136,627967.3712971199
BTC-USD+ADA-USD / GC=F+SOL-USD,17,2025-02-04,2025-05-01,up,expired,60,ADA-USD,BUY,435773.2561130892,0.7463430166244507,0.7054340243339539,650472.6530634047,628061.4651798531,-22411.187883551647,191.78011773648865,-22602.968001288136,627967.3712971199
BTC-USD+ADA-USD / GC=F+SOL-USD,18,2025-05-01,2025-08-25,down,expired,80,GC=F,BUY,97.7995421918508,3210.0,3373.800048828125,627873.0608716821,719713.3042404179,91840.24336873573,202.13795476681497,91638.10541396891,719605.4767110888
BTC-USD+ADA-USD / GC=F+SOL-USD,18,2025-05-01,2025-08-25,down,expired,80,SOL-USD,BUY,2081.1642763532154,150.84658813476562,187.2784423828125,627873.0608716821,719713.3042404179,91840.24336873573,202.13795476681497,91638.10541396891,719605.4767110888
BTC-USD+ADA-USD / GC=F+SOL-USD,19,2025-08-25,2026-01-23,up,expired,104,BTC-USD,BUY,3.2667497979970004,110124.3515625,89503.875,719497.4064426951,447042.9715471439,-272454.4348955512,174.9810566984758,-272629.41595224966,446976.0607588391
BTC-USD+ADA-USD / GC=F+SOL-USD,19,2025-08-25,2026-01-23,up,expired,104,ADA-USD,BUY,429482.4789932822,0.8376330137252808,0.3600989878177643,719497.4064426951,447042.9715471439,-272454.4348955512,174.9810566984758,-272629.41595224966,446976.0607588391
BTC-USD+ADA-USD / SOL-USD+ADA-USD,1,2021-06-16,2021-07-19,up,expired,22,BTC-USD,BUY,1.3036852562044354,38347.0625,30817.83203125,99985.0,77980.89005035328,-22004.109949646714,26.694883507552987,-22030.804833154267,77969.19516684573
BTC-USD+ADA-USD / SOL-USD+ADA-USD,1,2021-06-16,2021-07-19,up,expired,22,ADA-USD,BUY,33720.09264176,1.4825730323791504,1.121116042137146,99985.0,77980.89005035328,-22004.109949646714,26.694883507552987,-22030.804833154267,77969.19516684573
BTC-USD+ADA-USD / SOL-USD+ADA-USD,2,2021-07-19,2021-08-16,down,expired,20,SOL-USD,BUY,1594.3808881243885,24.44757652282715,62.432464599609375,77957.4975379082,171837.90175302504,93880.40421511684,37.46930989363999,93842.9349052232,171812.13007206895
BTC-USD+ADA-USD / SOL-USD+ADA-USD,2,2021-07-19,2021-08-16,down,expired,20,ADA-USD,BUY,34767.80931138066,1.121116042137146,2.0794169902801514,77957.4975379082,171837.90175302504,93880.40421511684,37.46930989363999,93842.9349052232,171812.13007206895
BTC-USD+ADA-USD / SOL-USD+ADA-USD,3,2021-08-16,2022-01-07,up,expired,101,BTC-USD,BUY,1.8670609678890886,46004.484375,41557.90234375,171786.35424885192,127635.75229213465,-44150.60195671726,44.91331598114798,-44195.51527269841,127616.61479937054
BTC-USD+ADA-USD / SOL-USD+ADA-USD,3,2021-08-16,2022-01-07,up,expired,101,ADA-USD,BUY,41306.37458764532,2.0794169902801514,1.2115470170974731,171786.35424885192,127635.75229213465,-44150.60195671726,44.91331598114798,-44195.51527269841,127616.61479937054
BTC-USD+ADA-USD / SOL-USD+ADA-USD,4,2022-01-07,2022-03-30,down,expired,56,SOL-USD,BUY,467.7229820374675,136.40281677246094,120.6994857788086,127597.46443825144,119138.28627162539,-8459.178166626047,37.01036260648152,-8496.188529232528,119120.426270138
BTC-USD+ADA-USD / SOL-USD+ADA-USD,4,2022-01-07,2022-03-30,down,expired,56,ADA-USD,BUY,52658.899175014754,1.2115470170974731,1.1903849840164185,127597.46443825144,119138.28627162539,-8459.178166626047,37.01036260648152,-8496.188529232528,119120.426270138
BTC-USD+ADA-USD / SOL-USD+ADA-USD,5,2022-03-30,2022-05-09,up,expired,27,BTC-USD,BUY,1.265361299013855,47062.6640625,30296.953125,119102.54746635535,68857.4044952923,-50245.14297106305,28.193992794247144,-50273.3369638573,68847.08930628072
BTC-USD+ADA-USD / SOL-USD+ADA-USD,5,2022-03-30,2022-05-09,up,expired,27,ADA-USD,BUY,50026.902668285264,1.1903849840164185,0.6100879907608032,119102.54746635535,68857.4044952923,-50245.14297106305,28.193992794247144,-50273.3369638573,68847.08930628072
